Utility Company,EIA Utility Id,Twitter Handle,Facebook Page,Outage Phone Number,Outage Map URL,Phone Number,Web Site
"City of Lakin, Kansas (Utility Company)",10628,@CityofLakin,https://www.facebook.com/pages/City-of-Lakin-KS/242889755754094,(620) 355-6252,,(620) 355-6252,http://www.lakinkansas.org/index.php?option=com_content&view=article&id=63&Itemid=119
"City of Lakota, North Dakota (Utility Company)",10629,@CityofLakota,https://www.facebook.com/pages/City-of-Lakota-Government/312500250008,(701)247-2561,,(701)247-2561; (701) 247-2454,http://www.lakota-nd.com/index.asp?Type=B_BASIC&SEC=%7B392FFA23-CE21-4CA1-8A0C-F137A3C74644%7D&DE=%7BAE5CB507-1049-462C-A2B8-2AB5F3543121%7D
"City of Lamar, Colorado (Utility Company)",10633,,https://www.facebook.com/pages/Lamar-Light-and-Power/170525916318137,1-719-336-7456,,1-719-336-7456,http://www.lamarlightandpower.com/
"City of Lamar, Missouri (Utility Company)",10057,,https://www.facebook.com/lamarmissouri,417- 682-4474 or 417- 682-5554,,417- 682-4474 or 417- 682-5554,http://www.cityoflamar.org/index.php?option=com_content&view=article&id=15&Itemid=166
"City of Lamoni, Iowa (Utility Company)",10650,@LamoniIA,https://www.facebook.com/pages/Lamoni-Iowa/104093346294286,(641) 784-6911,,(641) 784-6911,http://www.lamoni-iowa.com/utilities/
"City of Lampasas, Texas (Utility Company)",10656,,,512-556-6235,,512-556-6235,http://www.lampasas.org/index.aspx?NID=161
"City of Lanett, Alabama (Utility Company)",10687,,https://www.facebook.com/CityOfLanett,(334) 644-5211,,(334) 644-5211 or (334) 644-2141,http://www.cityoflanett.com/
"City of Lansing, Michigan (Utility Company)",10704,@BWLcomm,https://www.facebook.com/LansingBWL,877-295-5001,http://outageinfo.lbwl.com/,(517) 702-6006,http://www.lbwl.com/
"City of Larchwood, Iowa (Utility Company)",10706,,https://www.facebook.com/larchwood.iowa,(712) 477-2366,,(712) 477-2366,http://www.citylarchwood.com/page5.html
"City of Larned, Kansas (Utility Company)",10713,,,(620) 285-8500,,(620) 285-8500,http://www.larnedks.org/work/directory/dir_category/energy
"City of Larsen Bay, Alaska (Utility Company)",10716,,,(907)847-2211,,(907)847-2211,http://www.swamc.org/html/southwest-alaska/kodiak-island-borough-raquo/larsen-bay.php
"City of Las Animas, Colorado (Utility Company)",10730,,,(719) 456-1621,,(719) 456-1621,
"City of Laurel, Nebraska (Utility Company)",10760,,,402.256.3112,,402.256.3112,http://www.laurelne.com/gov.asp
"City of Laurens, Iowa (Utility Company)",10769,,https://www.facebook.com/pages/City-of-Laurens/375091995838547,(712) 841-4526,,(712) 841-4526,http://laurens-ia.com/?q=index
"City of Laurens, South Carolina (Utility Company)",21526,@LaurensElectric,https://www.facebook.com/LaurensElectric,1-800-942-3141,http://lec.maps.sienatech.com/,1-800-942-3141,https://www.laurenselectric.com/
"City of Laurinburg, North Carolina (Utility Company)",10770,,,910-276-2364,,910-276-2364,http://www.laurinburg.org/electrical-services
"City of Lawler, Iowa (Utility Company)",10784,,https://www.facebook.com/pages/Lawler-Iowa/103777952994970,563.238.3614,,563.238.3614,http://lawleriowa.us/welcome-to-lawler/
"City of Lawrenceburg, Tennessee (Utility Company)",10799,,,931.762.7161,,931.762.7161,http://www.lburgus.com/elec/
"City of Lawrenceville, Georgia (Utility Company)",10800,,,770-963-9834; 770-339-2410,,770.963.2414,http://www.lawrencevillega.org/government/utilities/electric/
"City of Le Sueur, Minnesota (Utility Company)",10814,@lesueurmn,https://www.facebook.com/cityoflesueur,(507) 665-3338,,(507) 665-3338,http://mmpa.org/
"City of Lebanon, Indiana (Utility Company)",9613,,,(765) 482-8850,,765-482-5100 or 765-482-8850,https://www.lebanon-utilities.com/
"City of Lebanon, Missouri (Utility Company)",10832,@CityofLebanon,https://www.facebook.com/cityoflebanonmo,417-532-2156 or weekends &amp; Holidays 417-532-3131,,(417) 532-2345 or (417) 588-6090,http://lebanonmissouri.org/index.aspx?NID=255
"City of Lebanon, Ohio (Utility Company)",10830,,https://www.facebook.com/pages/City-of-Lebanon-Ohio-Government/134207909931716,513-932-3060,,,https://www.lebanonohio.gov/
"City of Leesburg, Florida (Utility Company)",10868,,,,,,
"City of Lehigh, Iowa (Utility Company)",10881,,https://www.facebook.com/pages/Lehigh-Iowa/107948659228335,(515) 359-2311,,(515) 359-2311,
"City of Leland, Mississippi (Utility Company)",10892,,,662-686-7623,,662-686-7623,
"City of Lenoir, Tennessee (Utility Company)",10906,,,(865) 986-6591 or (865) 483-4730  or (865) 376-4421,,(865) 986-6591 or (865) 483-4730  or (865) 376-4421,http://www.lcub.com/SitePages/Home.aspx
"City of Lenox, Iowa (Utility Company)",10908,,https://www.facebook.com/Lenoxmunicipalutilitiesandcommunications,641.333.2550,,641-333-2550 or (641) 333-4376,http://lenoxutilities.com/
"City of Lewes, Delaware (Utility Company)",10935,,,(302) 645-6228,,(302) 645-6228,http://lewesbpw.delaware.gov/
"City of Lewisburg, Tennessee (Utility Company)",10960,@lewisburgtn,https://www.facebook.com/lewisburgtn,931-359-2544 or 931-359-2544,,931-359-2544 or 931-359-2544,http://www.lewisburgtn.gov/electric-department.html
"City of Lewisville, Indiana (Utility Company)",10961,@LewisvilleIN,,(765) 987-7979 or 317-573-9955,,(765) 987-7979,http://cms.lewisvillein.org/
"City of Lexington, Nebraska (Utility Company)",10967,,,308.324.2343,,308.324.2343,http://www.cityoflex.com/index.aspx?page=56
"City of Lexington, North Carolina (Utility Company)",10966,@CityofLexington,https://www.facebook.com/CityofLexington,336-243-2489 or 800-735-2962,,(704) 948-0550,http://www.lexingtonnc.net/index.aspx?page=176
"City of Lexington, Oklahoma (Utility Company)",10970,,,(405) 527-6123,,(405) 527-6123,http://www.cityoflexington.com/utilities.php
"City of Lexington, Tennessee (Utility Company)",10968,,,731-968-3662,,731-968-3662,http://www.lexingtonelectric.com/
"City of Lexington, Texas (Utility Company)",10969,,https://www.facebook.com/pages/Lexington-Chamber-of-Commerce/137165246349765,(979) 773-2221; (979) 773-4878,,(979) 773-2221; (979) 773-4878,http://www.lexingtontexas.com/cms/
"City of Liberal, Missouri (Utility Company)",10977,,,(417) 843-2135,,(417) 843-2135,
"City of Liberty, Texas (Utility Company)",10982,,,936-336-3684,,936-336-3684,http://www.cityofliberty.org/Departments/Electrical.aspx
"City of Lincoln Center, Kansas (Utility Company)",11017,,,(785) 524-4280,,(785) 524-4280,http://www.lincolnks.org/Utilities.html
"City of Lincolnton, North Carolina (Utility Company)",11035,,,704-736-8940 or 704-735-8202,,704-736-8940 or 704-735-8202,http://www.ci.lincolnton.nc.us/
"City of Lindsay, Oklahoma (Utility Company)",11058,@cityoflindsay,https://www.facebook.com/pages/City-of-Lindsay-Government/272788556207250,After hours (405) 756-4481,,(405) 756-2019,http://www.cityoflindsay.com/index.aspx?nid=92
"City of Lindsborg, Kansas (Utility Company)",11040,,,(785) 227-3355,,(785) 227-3355,http://www.lindsborgcity.org/index.aspx?nid=245
"City of Linneus, Missouri (Utility Company)",10767,,,(660) 895-5133,,(660) 895-5133,
"City of Linton, Indiana (Utility Company)",11055,,https://www.facebook.com/cityofLintonindiana,(812) 847-4971 or  (812) 847-4411,,(812) 847-4971 or  (812) 847-4411,http://www.cityoflinton.com/utilities/
"City of Livermore, Iowa (Utility Company)",11093,,https://www.facebook.com/pages/Livermore-Iowa/109733945712017,515-379-1074,,(515) 379-1074,http://www.livermoreiowa.org/LivermoreCityServices.htm
"City of Livingston, Texas (Utility Company)",11097,,,936-327-4311,,936-327-4311,http://cityoflivingston-tx.com/departments/electric.asp
"City of Llano, Texas (Utility Company)",11103,,,325-247-5767,,325-247-5767,http://www.cityofllano.com/151/Electric-Department
"City of Lockhart, Texas (Utility Company)",11119,,,512-398-3461 local 512-376-2910 metro,,512-398-3461 local 512-376-2910 metro,http://www.lockhart-tx.org/web98/citydepartments/utilbillingstan.asp
"City of Lodgepole, Nebraska (Utility Company)",11122,,,308.483.5353,,308.483.5353,http://www.lodgepolene.com/government/
"City of Lodi, California (Utility Company)",11124,,,209-368-5735,,209-368-5735,http://www.lodielectric.com/
"City of Lodi, Wisconsin (Utility Company)",11125,,https://www.facebook.com/pages/City-of-Lodi-WI/187000488154840,(608) 258-0027 After House,,(608) 592-3246,http://lodiutilities.org/
"City of Logan, Utah (Utility Company)",11135,,,(435) 716-9090,,(435) 716-9090,http://www.loganutah.org/LP/
"City of Logansport, Indiana (Utility Company)",11142,,,(574) 753-6231,,(574) 753-6231,http://www.logansportutilities.com/
"City of Lompoc, California (Utility Company)",11148,@LompocCANews,,(805) 736-1261,,(805) 736-1261,http://www.cityoflompoc.com/utilities/electric.htm
"City of Long Grove, Iowa (Utility Company)",11141,,https://www.facebook.com/pages/Long-Grove-Iowa/109637255729868,563-285-4904,,563-285-4904,http://longgroveia.org/community/utilities
"City of Longmont, Colorado (Utility Company)",11187,,,(303) 776-6050,,(303) 776-6050,http://longmontcolorado.gov/departments/departments-n-z/utilities
"City of Loveland, Colorado (Utility Company)",11256,,,(970) 962-2111,,(970) 962-2111,http://www.ci.loveland.co.us/index.aspx?page=134
"City of Lowell, Michigan (Utility Company)",11268,,https://www.facebook.com/lowelllightandpower,616-897-8402,,616-897-8402,http://www.lowell-light.org/
"City of Lubbock, Texas (Utility Company)",11292,@lpandl,https://www.facebook.com/lpandl,(806) 775-2555,http://electric_outage.lpandl.com/,(806) 775-2555,http://www.lpandl.com/
"City of Lucas, Kansas (Utility Company)",11299,,,(785) 525-6425,,(785) 525-6425,
"City of Luling, Texas (Utility Company)",11316,,,(830) 875-5131,,(830) 875-5131,http://www.cityofluling.net/utilities.aspx
"City of Lumberton, North Carolina (Utility Company)",11318,,,(910) 671-3865,,(910) 671-3865,http://www.ci.lumberton.nc.us/index.php/departments/eudmain
"City of Luray, Kansas (Utility Company)",11306,,,(785) 698-2302,,(785) 698-2302,
"City of Luverne, Alabama (Utility Company)",11333,,,(334) 335-5308,,(334) 335-5308,http://www.luverne.org/electric.asp
"City of Luverne, Minnesota (Utility Company)",11332,,,(507) 449-5046,,(507) 449-2388,http://www.cityofluverne.org/index.asp?Type=B_BASIC&SEC=%7B7987B9D2-AC89-4230-8599-7DA73FB8F629%7D
"City of Lyons, Nebraska (Utility Company)",11372,,,402.687.2485,,402.687.2485,http://cityoflyons.webs.com/rates-and-services
"City of Mabel, Minnesota (Utility Company)",11424,,https://www.facebook.com/pages/City-Of-Mabel/246654925362752,507-493-5299,,507-493-5299,http://www.mabelmn.com/index.html
"City of Macon, Mississippi (Utility Company)",11458,,https://www.facebook.com/MaconBeacon,662-726-5251,,662-726-5251 or 662-726-5847,http://www.cityofmacon.org/
"City of Macon, Missouri (Utility Company)",11460,,https://www.facebook.com/pages/City-of-Macon-Macon-Municipal-Utilities/134480533271330?ref=br_rs,(660) 385-3173,,(660) 385-3173,http://www.maconutilities.com
"City of Maddock, North Dakota (Utility Company)",11470,,,1-701-438-2252,,1-701-438-2252,http://maddocknd.com/VisitorInformation/tabid/1592/Default.aspx.html
"City of Madelia, Minnesota (Utility Company)",29305,,,507-642-3245,,507-642-3245,http://madeliamn.com/ContactUs.php
"City of Madison, Minnesota (Utility Company)",11482,,https://www.facebook.com/pages/City-of-Madison-MN/106941826001888,(320)-598-7373,,(320)-598-7373,http://www.ci.madison.mn.us/index.asp?SEC=229C2AA3-B876-491A-B202-66826A8B7C5C&Type=B_BASIC
"City of Madison, Nebraska (Utility Company)",11481,,,(402) 454-3333 (After Hours),,402.454.3412,http://madison-ne.com/our-community/city-government/
"City of Madison, South Dakota (Utility Company)",11475,@MadisonSDElec,https://twitter.com/MadisonSDElec,(605) 256-7531,,(605) 256-7521,http://www.cityofmadisonsd.com/index.asp?Type=B_BASIC&SEC=%7BE8819CA8-CBE0-4C7C-9B57-D75ABAA077C8%7D
"City of Malden, Missouri (Utility Company)",11540,,,573-276-2238,,573-276-2238,http://www.maldenmo.com/electric.html
"City of Manassas, Virginia (Utility Company)",11560,@CityofManassas,https://www.facebook.com/cityofmanassas,703-257-8353,,703-257-8353,http://www.manassascity.org/utilities
"City of Mangum, Oklahoma (Utility Company)",11566,,,580- 782-3825,,580-782-2250,http://www.cityofmangum.com/MangumPower.html
"City of Manitou, Oklahoma (Utility Company)",11541,,,(580) 397-2006,,(580) 397-2006,
"City of Mankato, Kansas (Utility Company)",11572,,https://www.facebook.com/Mankato%2C%20KS%20Chamber%20of%20Commerce?_rdr,(785) 378-3141,,(785) 378-3141,http://www.mankatoks.com/utilities.html
"City of Manning, Iowa (Utility Company)",11581,,https://www.facebook.com/pages/Manning-Chamber-of-Commerce/117140281661768,712-655-3214 or (712) 655-2176,,712-655-3214 or (712) 655-2176,http://www.manningia.com/maintenance--utilities.html
"City of Manokotak, Alaska (Utility Company)",26317,,https://www.facebook.com/pages/Manokotak-Village-Council/372864206121164,(907) 289-2041,,(907) 289-2041,http://www.swamc.org/html/southwest-alaska/dillingham-census-area-raquo/manokotak.php
"City of Mansfield, Georgia (Utility Company)",11587,,https://www.facebook.com/mansfieldga,770-710-8235,,,http://www.mansfieldga.com/utilities.html
"City of Mansfield, Missouri (Utility Company)",11585,,https://www.facebook.com/Mansfield.Missouri,(417) 924-3719,,(417) 924-3719,http://mansfieldcityhall.org/
"City of Manti, Utah (Utility Company)",11588,,,435-835-2401,,435-835-2401,http://sanpete.com/pages/manti
"City of Mapleton, Iowa (Utility Company)",11609,,https://en-gb.facebook.com/pages/Mapleton-Iowa/113284315348930,(712) 881-1351,,(712) 881-1351,http://mapleton.com/government.asp
"City of Maquoketa, Iowa (Utility Company)",11611,,https://www.facebook.com/pages/Maquoketa-Iowa/105659582801728,(563) 652-2484 or 563-652-6891,,(563) 652-2484 or 563-652-6891,http://www.maquoketaia.com/city/utilityinfo.html
"City of Marathon, Iowa (Utility Company)",10172,,https://www.facebook.com/pages/Marathon-Iowa/106171106080974,(712) 289-2261,,(712) 289-2261,
"City of Marblehead, Massachusetts (Utility Company)",11624,,,,,,
"City of Marceline, Missouri (Utility Company)",11626,@MarcelineCity,https://www.facebook.com/MarcelineCity,(660) 376-3528 or After Hours  (660) 376-3556,,(660) 376-3528,http://www.marcelinemo.us/government/electric.html
"City of Marietta, Georgia (Utility Company)",11646,@cityofmarietta,https://www.facebook.com/CityofMarietta,770-794-5160; after-hours:770-794-5160,https://www.mariettaga.gov/city/mpw/power/outages,770-794-5100,https://www.mariettaga.gov/city/mpw
"City of Marion, Kansas (Utility Company)",11658,,,(620) 382-3703 or (620) 382-3704,,(620) 382-3703 or (620) 382-3704,http://www.marionks.net
"City of Marlow, Oklahoma (Utility Company)",11691,,,580.658.5401,,580.658.5401,http://www.cityofmarlow.com/index.html
"City of Marquette, Michigan (Utility Company)",11701,,https://www.facebook.com/pages/Marquette-Board-of-Light-and-Power/147529421958482,(906) 228-0300,https://www.mblp.org/outages.php?report,(906)228-0311,http://www.mblp.org/
"City of Marshall, Illinois (Utility Company)",11736,,https://www.facebook.com/pages/City-Of-Marshall/161424940579547?ref=hl,(217) 826-8087,,(217) 826-8087,http://www.marshall-il.com/index.php?option=com_content&view=article&id=186&Itemid=184
"City of Marshall, Michigan (Utility Company)",11713,,,(269) 781-8631,,269.781.3985 or (269) 781-8631,http://www.cityofmarshall.com/departments/117
"City of Marshall, Minnesota (Utility Company)",11731,,,(507) 537-7005,,(507) 537-7005,http://www.marshallutilities.com/
"City of Marshall, Missouri (Utility Company)",11732,,https://www.facebook.com/pages/Marshall-Municipal-Utilities/126193124109435,(660)886-6966,,(660)886-6966,http://www.mmumo.net/electricity.php
"City of Marshfield, Wisconsin (Utility Company)",11740,@marshfieldwi,https://www.facebook.com/pages/City-of-Marshfield/283789081587,1 (715) 384-8515 After Hours,,1 (715) 387-1195,http://marshfieldutilities.org/
"City of Martinsville, Virginia (Utility Company)",11770,,https://www.facebook.com/TheCityOfMartinsville,276-403-5138,,276-403-5138,http://www.martinsville-va.gov/Electric-Department.html
"City of Mascoutah, Illinois (Utility Company)",11790,,https://www.facebook.com/mascoutahchamber62258,618-566-2963 After Hours,,(618) 566-2384 or (618) 566-2964,http://www.mascoutah.com/index.asp?Type=B_BASIC&SEC=%7B2C3A43FC-D922-4C41-82A5-96B33A2FEF31%7D
"City of Mason, Texas (Utility Company)",11793,,,(325) 347-2247 or (325) 347-6449,,(325) 347-2247,http://www.mason.tx.citygovt.org/Default.aspx?tabid=994
"City of Mayfield Plant Board, Kentucky (Utility Company)",11871,@mewspublic,https://www.facebook.com/mayfieldews,After Hours: 270-247-3531,,270-247-4661,http://www.mayfieldews.com/
"City of McCleary, Washington (Utility Company)",11965,,,360-495-3667,,360-495-3667,http://www.cityofmccleary.com/index.asp?Type=B_BASIC&SEC=%7B73D18EDE-4C70-4099-8FEB-6AEC756B4211%7D
"City of McGregor, Iowa (Utility Company)",12114,,https://www.facebook.com/pages/McGregor-Marquette-Iowa/116772367328,(563) 873-2258,,(563) 873-2258,http://www.mcgreg-marq.org/site/2012/07/27/mcgregor-municipal-utilities/
"City of McLaughlin, South Dakota (Utility Company)",3633,,,(605) 823-4428,,(605) 823-4428,
"City of McLeansboro, Illinois (Utility Company)",12167,,,(618) 643-2683,,(618) 643-2683,
"City of McMinnville, Oregon (Utility Company)",12187,,,503-472-6158,,503-472-6158,http://www.mc-power.com/
"City of McPherson, Kansas (Utility Company)",12208,,,(620) 245-2535,,(620) 245-2535,http://www.mcpcity.com/
"City of Meade, Kansas (Utility Company)",12242,,,(620) 873-2183,,(620) 873-2091,http://cityofmeade.org/utilities.htm
